solver,implementation,nranks,n1,n2,n3,nsys,nrow_min,nrow_max,iter,iterations,mpi_mode,total_s_max,total_s_avg,local_compute_s_max,pack_forward_s_max,mpi_forward_s_max,unpack_forward_s_max,reduced_compute_s_max,pack_backward_s_max,mpi_backward_s_max,unpack_backward_s_max,update_compute_s_max,compute_s_max,communication_s_max,packing_s_max,err_rms,err_linf,cross_err_max
penta,serial,1,128,64,2048,8192,2048,2048,5,10,host,  7.3676142000000056E-02,  7.3676142000000056E-02,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  9.8457238703331875E-13,  1.4557244298885053E-12,  0.0000000000000000E+00
penta,exp,1,128,64,2048,8192,2048,2048,6,10,host,  1.0052459999999819E-02,  1.0052459999999819E-02,  1.0051416000000035E-02,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  1.0051416000000035E-02,  0.0000000000000000E+00,  0.0000000000000000E+00,  9.8457238703331875E-13,  1.4557244298885053E-12,  0.0000000000000000E+00
penta,serial,1,128,64,2048,8192,2048,2048,6,10,host,  9.9712856000000016E-02,  9.9712856000000016E-02,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  9.8457238703331875E-13,  1.4557244298885053E-12,  0.0000000000000000E+00
penta,exp,1,128,64,2048,8192,2048,2048,7,10,host,  1.1029532999999869E-02,  1.1029532999999869E-02,  1.1028162000000119E-02,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  1.1028162000000119E-02,  0.0000000000000000E+00,  0.0000000000000000E+00,  9.8457238703331875E-13,  1.4557244298885053E-12,  0.0000000000000000E+00
penta,serial,1,128,64,2048,8192,2048,2048,7,10,host,  7.1923511999999690E-02,  7.1923511999999690E-02,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  9.8457238703331875E-13,  1.4557244298885053E-12,  0.0000000000000000E+00
penta,exp,1,128,64,2048,8192,2048,2048,8,10,host,  9.9456280000000952E-03,  9.9456280000000952E-03,  9.9445000000000228E-03,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  9.9445000000000228E-03,  0.0000000000000000E+00,  0.0000000000000000E+00,  9.8457238703331875E-13,  1.4557244298885053E-12,  0.0000000000000000E+00
penta,serial,1,128,64,2048,8192,2048,2048,8,10,host,  7.2136154000000285E-02,  7.2136154000000285E-02,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  9.8457238703331875E-13,  1.4557244298885053E-12,  0.0000000000000000E+00
penta,exp,1,128,64,2048,8192,2048,2048,9,10,host,  1.0809402000000023E-02,  1.0809402000000023E-02,  1.0807809000000113E-02,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  1.0807809000000113E-02,  0.0000000000000000E+00,  0.0000000000000000E+00,  9.8457238703331875E-13,  1.4557244298885053E-12,  0.0000000000000000E+00
penta,serial,1,128,64,2048,8192,2048,2048,9,10,host,  6.9090969999999974E-02,  6.9090969999999974E-02,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  9.8457238703331875E-13,  1.4557244298885053E-12,  0.0000000000000000E+00
penta,exp,2,128,128,1024,16384,512,512,0,10,host,  3.6757166000000001E-02,  3.6699628499999998E-02,  1.8951422000000002E-02,  3.3602700000000263E-04,  1.1101066000000000E-02,  2.2277600000000092E-04,  1.5607100000000068E-04,  1.7003900000000030E-04,  1.3212349999999970E-03,  2.5919399999999732E-04,  4.6346299999999938E-03,  2.3742122999999997E-02,  1.2302795000000002E-02,  9.1083500000000220E-04,  1.7201130686641433E-13,  2.8488322811881517E-13,  3.3295588508508445E-13
penta,ref,2,128,128,1024,16384,512,512,0,10,host,  8.4699603000000012E-02,  8.4370402000000011E-02,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  5.1676326316022947E-14,  7.5717210279435676E-14,  3.3295588508508445E-13
penta,exp,2,128,128,1024,16384,512,512,1,10,host,  2.7111663000000008E-02,  2.7042552499999983E-02,  1.8849153000000007E-02,  4.7336199999992168E-04,  2.2928450000000433E-03,  5.3885300000000580E-04,  2.1433699999995337E-04,  1.4040500000001011E-04,  3.5855099999992923E-04,  2.4732500000002045E-04,  4.6702250000000278E-03,  2.3685957000000091E-02,  2.6513959999999726E-03,  1.1012220000000683E-03,  1.7201130686641433E-13,  2.8488322811881517E-13,  3.3295588508508445E-13
penta,ref,2,128,128,1024,16384,512,512,1,10,host,  8.2755286000000039E-02,  7.6909564000000041E-02,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  5.1676326316022947E-14,  7.5717210279435676E-14,  3.3295588508508445E-13
penta,exp,2,128,128,1024,16384,512,512,2,10,host,  2.6460760999999944E-02,  2.6423294499999972E-02,  1.8479716999999951E-02,  3.6400500000000058E-04,  1.9724429999998794E-03,  4.1739600000001431E-04,  2.0484200000003838E-04,  1.4927799999997493E-04,  3.6433099999988450E-04,  2.6281200000000116E-04,  4.6220120000000087E-03,  2.3269741999999982E-02,  2.2712079999998025E-03,  1.1223550000000193E-03,  1.7201130686641433E-13,  2.8488322811881517E-13,  3.3295588508508445E-13
penta,ref,2,128,128,1024,16384,512,512,2,10,host,  8.5396036999999980E-02,  8.3901608500000002E-02,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  5.1676326316022947E-14,  7.5717210279435676E-14,  3.3295588508508445E-13
penta,exp,2,128,128,1024,16384,512,512,3,10,host,  2.7409074000000033E-02,  2.7324742499999999E-02,  1.9183693000000002E-02,  2.6935299999997220E-04,  2.4039019999999578E-03,  4.2386299999996879E-04,  2.1969599999993594E-04,  1.4887699999999171E-04,  3.7159999999991644E-04,  2.3482400000007786E-04,  4.6450220000000542E-03,  2.3832058999999850E-02,  2.7269850000000151E-03,  9.8094699999984325E-04,  1.7201130686641433E-13,  2.8488322811881517E-13,  3.3295588508508445E-13
penta,ref,2,128,128,1024,16384,512,512,3,10,host,  9.5357931999999979E-02,  9.4869336500000012E-02,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  5.1676326316022947E-14,  7.5717210279435676E-14,  3.3295588508508445E-13
penta,exp,2,128,128,1024,16384,512,512,4,10,host,  2.6962886999999935E-02,  2.6894855499999981E-02,  1.9075591999999975E-02,  2.7103100000003266E-04,  2.0689820000000525E-03,  3.0217300000001668E-04,  1.8254100000003604E-04,  2.2582500000001282E-04,  4.3278800000001727E-04,  2.2248099999999660E-04,  4.6930329999999021E-03,  2.3719231999999923E-02,  2.3571870000000938E-03,  9.9488300000016849E-04,  1.7201130686641433E-13,  2.8488322811881517E-13,  3.3295588508508445E-13
penta,ref,2,128,128,1024,16384,512,512,4,10,host,  7.9782295999999975E-02,  7.9614759999999951E-02,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  5.1676326316022947E-14,  7.5717210279435676E-14,  3.3295588508508445E-13
penta,exp,2,128,128,1024,16384,512,512,5,10,host,  2.6728986999999926E-02,  2.6670588999999967E-02,  1.8939227000000058E-02,  3.4862300000004787E-04,  1.9732450000000679E-03,  3.8294100000002551E-04,  1.4960400000008089E-04,  1.9986199999999510E-04,  4.1550800000000887E-04,  2.3048799999991765E-04,  4.6333430000000675E-03,  2.3635435000000204E-02,  2.2499300000000666E-03,  9.6831799999985702E-04,  1.7201130686641433E-13,  2.8488322811881517E-13,  3.3295588508508445E-13
penta,ref,2,128,128,1024,16384,512,512,5,10,host,  7.9133399000000049E-02,  7.8981200000000029E-02,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  5.1676326316022947E-14,  7.5717210279435676E-14,  3.3295588508508445E-13
penta,exp,2,128,128,1024,16384,512,512,6,10,host,  2.7644750999999967E-02,  2.7583998499999929E-02,  1.8938781999999987E-02,  5.5762199999986883E-04,  2.5004400000001592E-03,  4.1717399999985361E-04,  2.6387300000019209E-04,  2.3935599999980184E-04,  6.3966000000004186E-04,  2.5100799999999701E-04,  4.6796660000001378E-03,  2.3784067000000020E-02,  2.9528190000001064E-03,  1.2140889999998628E-03,  1.7201130686641433E-13,  2.8488322811881517E-13,  3.3295588508508445E-13
penta,ref,2,128,128,1024,16384,512,512,6,10,host,  8.1762498000000017E-02,  8.1697253500000011E-02,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  5.1676326316022947E-14,  7.5717210279435676E-14,  3.3295588508508445E-13
penta,exp,2,128,128,1024,16384,512,512,7,10,host,  2.7145944000000144E-02,  2.7089385999999993E-02,  1.9011176000000019E-02,  5.5014199999980917E-04,  2.2645199999997701E-03,  3.6327600000007898E-04,  2.5879900000003175E-04,  1.8424900000013622E-04,  4.4599600000005957E-04,  2.2551999999986805E-04,  4.6592739999999910E-03,  2.3929249000000041E-02,  2.5820529999998065E-03,  1.3174790000001213E-03,  1.7201130686641433E-13,  2.8488322811881517E-13,  3.3295588508508445E-13
penta,ref,2,128,128,1024,16384,512,512,7,10,host,  7.5892386000000034E-02,  7.5201732999999882E-02,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  5.1676326316022947E-14,  7.5717210279435676E-14,  3.3295588508508445E-13
penta,exp,2,128,128,1024,16384,512,512,8,10,host,  2.6733998999999731E-02,  2.6522786999999770E-02,  1.8406893000000091E-02,  2.3742900000001121E-04,  2.0374490000001355E-03,  3.7919599999991505E-04,  2.1504300000030341E-04,  2.0364999999999966E-04,  4.6417299999990114E-04,  2.4883399999997557E-04,  4.6621550000001122E-03,  2.3233991000000120E-02,  2.5016220000000366E-03,  1.0213610000002760E-03,  1.7201130686641433E-13,  2.8488322811881517E-13,  3.3295588508508445E-13
penta,ref,2,128,128,1024,16384,512,512,8,10,host,  8.3676078999999959E-02,  8.2970253499999980E-02,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  5.1676326316022947E-14,  7.5717210279435676E-14,  3.3295588508508445E-13
penta,exp,2,128,128,1024,16384,512,512,9,10,host,  2.6950886999999923E-02,  2.6870496000000021E-02,  1.8742027999999911E-02,  2.4042600000018233E-04,  1.9801859999999394E-03,  4.1760699999993101E-04,  2.3843300000003786E-04,  2.0839700000019334E-04,  4.4735700000009260E-04,  3.0126599999991122E-04,  4.6538089999998977E-03,  2.3610589999999876E-02,  2.3675369999998086E-03,  1.1108120000002941E-03,  1.7201130686641433E-13,  2.8488322811881517E-13,  3.3295588508508445E-13
penta,ref,2,128,128,1024,16384,512,512,9,10,host,  6.9623185000000198E-02,  6.8659150000000224E-02,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  5.1676326316022947E-14,  7.5717210279435676E-14,  3.3295588508508445E-13
penta,exp,2,128,128,2048,16384,1024,1024,0,10,host,  6.3389368000000001E-02,  6.3226381999999998E-02,  3.8117520000000002E-02,  5.8670599999999934E-04,  1.3348154000000001E-02,  1.9736199999999954E-04,  1.3817900000000216E-04,  6.7191000000001166E-05,  2.4765989999999960E-03,  2.8033599999999909E-04,  9.3926589999999907E-03,  4.7644813000000008E-02,  1.5468303999999995E-02,  1.1315949999999991E-03,  5.6264547121414382E-13,  7.4906747471459312E-13,  1.6213697051625786E-12
penta,ref,2,128,128,2048,16384,1024,1024,0,10,host,  1.4994147800000002E-01,  1.4936714050000000E-01,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  6.5232459292242500E-13,  9.4924068605450884E-13,  1.6213697051625786E-12
penta,exp,2,128,128,2048,16384,1024,1024,1,10,host,  5.1850113999999836E-02,  5.1398099499999850E-02,  3.8233507000000166E-02,  5.8397500000006985E-04,  2.6379759999999308E-03,  2.8116800000010933E-04,  8.9124000000051495E-05,  1.4716699999994809E-04,  1.1706179999999566E-03,  9.7050199999992870E-04,  8.9192019999999594E-03,  4.7031194000000109E-02,  3.7191650000001353E-03,  1.7302220000001700E-03,  5.6264547121414382E-13,  7.4906747471459312E-13,  1.6213697051625786E-12
penta,ref,2,128,128,2048,16384,1024,1024,1,10,host,  1.3988038300000016E-01,  1.3902068300000014E-01,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  6.5232459292242500E-13,  9.4924068605450884E-13,  1.6213697051625786E-12
penta,exp,2,128,128,2048,16384,1024,1024,2,10,host,  5.0397295000000009E-02,  5.0140121500000023E-02,  3.8174275999999896E-02,  2.5232600000002492E-04,  2.2531789999999940E-03,  2.8802599999999678E-04,  1.0264800000014951E-04,  6.2200999999983964E-05,  5.2462199999991910E-04,  2.5016299999980340E-04,  9.4068380000000840E-03,  4.7683762000000129E-02,  2.5662280000000592E-03,  7.7870999999984925E-04,  5.6264547121414382E-13,  7.4906747471459312E-13,  1.6213697051625786E-12
penta,ref,2,128,128,2048,16384,1024,1024,2,10,host,  1.4705977000000003E-01,  1.4424943349999997E-01,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  6.5232459292242500E-13,  9.4924068605450884E-13,  1.6213697051625786E-12
penta,exp,2,128,128,2048,16384,1024,1024,3,10,host,  5.1571982000000016E-02,  5.1365023500000051E-02,  3.7990412999999945E-02,  5.8114600000003236E-04,  2.7374140000000491E-03,  3.0869300000002653E-04,  1.4601699999983175E-04,  1.9480999999998971E-04,  1.1944710000000303E-03,  3.6190499999988468E-04,  1.0008345000000141E-02,  4.7527854999999786E-02,  3.0923770000002015E-03,  1.4465539999999333E-03,  5.6264547121414382E-13,  7.4906747471459312E-13,  1.6213697051625786E-12
penta,ref,2,128,128,2048,16384,1024,1024,3,10,host,  1.3395820200000008E-01,  1.3322595500000001E-01,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  6.5232459292242500E-13,  9.4924068605450884E-13,  1.6213697051625786E-12
penta,exp,2,128,128,2048,16384,1024,1024,4,10,host,  4.9939977999999829E-02,  4.9792012499999982E-02,  3.6999945000000034E-02,  5.0298500000023338E-04,  2.1393059999998965E-03,  2.7700200000002617E-04,  7.8161999999881715E-05,  5.8856999999967741E-05,  6.3257699999996753E-04,  2.3002399999993983E-04,  9.4971689999998610E-03,  4.6575275999999777E-02,  2.5500560000000227E-03,  1.0273130000000297E-03,  5.6264547121414382E-13,  7.4906747471459312E-13,  1.6213697051625786E-12
penta,ref,2,128,128,2048,16384,1024,1024,4,10,host,  1.3030124300000012E-01,  1.2973766950000010E-01,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  6.5232459292242500E-13,  9.4924068605450884E-13,  1.6213697051625786E-12
penta,exp,2,128,128,2048,16384,1024,1024,5,10,host,  5.0856848000000010E-02,  5.0712232999999940E-02,  3.7865046000000069E-02,  5.8780399999980304E-04,  2.5371109999998698E-03,  3.6770700000010592E-04,  1.5248500000009102E-04,  1.8919700000008532E-04,  4.3485600000003899E-04,  2.3976200000008774E-04,  9.4396150000000123E-03,  4.7370597000000236E-02,  2.8157899999998737E-03,  1.1605639999998640E-03,  5.6264547121414382E-13,  7.4906747471459312E-13,  1.6213697051625786E-12
penta,ref,2,128,128,2048,16384,1024,1024,5,10,host,  1.3082838300000010E-01,  1.2992281800000005E-01,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  6.5232459292242500E-13,  9.4924068605450884E-13,  1.6213697051625786E-12
penta,exp,2,128,128,2048,16384,1024,1024,6,10,host,  5.1070607999999851E-02,  5.0854080499999954E-02,  3.7707653000000008E-02,  5.6053899999986001E-04,  2.6264770000001825E-03,  3.2642699999962943E-04,  2.1084599999987574E-04,  3.4826400000032010E-04,  5.9105400000003527E-04,  2.2937999999994574E-04,  9.3499219999997329E-03,  4.7059718999999944E-02,  3.2175310000002177E-03,  1.2739999999995533E-03,  5.6264547121414382E-13,  7.4906747471459312E-13,  1.6213697051625786E-12
penta,ref,2,128,128,2048,16384,1024,1024,6,10,host,  1.2123905599999985E-01,  1.1990720250000009E-01,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  6.5232459292242500E-13,  9.4924068605450884E-13,  1.6213697051625786E-12
penta,exp,2,128,128,2048,16384,1024,1024,7,10,host,  5.1316362000000115E-02,  5.1068944000000061E-02,  3.8091284999999697E-02,  5.9166499999996347E-04,  2.3775590000001401E-03,  3.2098299999994140E-04,  1.6589300000013907E-04,  2.0401899999988871E-04,  5.1682700000021953E-04,  3.3634299999985018E-04,  9.5768999999998883E-03,  4.7834077999999725E-02,  2.8943860000003596E-03,  1.3663969999999637E-03,  5.6264547121414382E-13,  7.4906747471459312E-13,  1.6213697051625786E-12
penta,ref,2,128,128,2048,16384,1024,1024,7,10,host,  1.2489642499999976E-01,  1.2317220299999998E-01,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  6.5232459292242500E-13,  9.4924068605450884E-13,  1.6213697051625786E-12
penta,exp,2,128,128,2048,16384,1024,1024,8,10,host,  4.9768510000000266E-02,  4.9729512500000128E-02,  3.7722966999999663E-02,  5.3232399999991742E-04,  2.0377659999999409E-03,  5.3798900000012750E-04,  1.5300100000015249E-04,  1.8346799999990893E-04,  4.3878000000008299E-04,  6.7745499999993797E-04,  8.8138799999999407E-03,  4.6511027999999843E-02,  2.3387889999999523E-03,  1.2448569999996550E-03,  5.6264547121414382E-13,  7.4906747471459312E-13,  1.6213697051625786E-12
penta,ref,2,128,128,2048,16384,1024,1024,8,10,host,  1.4667580899999999E-01,  1.3682384250000013E-01,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  6.5232459292242500E-13,  9.4924068605450884E-13,  1.6213697051625786E-12
penta,exp,2,128,128,2048,16384,1024,1024,9,10,host,  5.0288812999999877E-02,  5.0108498499999987E-02,  3.7579950999999667E-02,  5.8565199999982553E-04,  2.5494969999999562E-03,  3.5800200000002391E-04,  1.5384500000026335E-04,  1.8028200000008709E-04,  4.8683400000015808E-04,  2.4809499999989271E-04,  9.3836189999998432E-03,  4.7020325000000085E-02,  2.8818940000001625E-03,  1.2597519999997253E-03,  5.6264547121414382E-13,  7.4906747471459312E-13,  1.6213697051625786E-12
penta,ref,2,128,128,2048,16384,1024,1024,9,10,host,  1.2383357799999972E-01,  1.2186662649999991E-01,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  6.5232459292242500E-13,  9.4924068605450884E-13,  1.6213697051625786E-12
penta,exp,2,128,64,2048,8192,1024,1024,0,10,host,  2.8290745999999999E-02,  2.8263620499999999E-02,  1.6743163000000002E-02,  2.5562800000000080E-04,  4.8976960000000000E-03,  6.6385600000000086E-04,  1.6881499999999924E-04,  1.5236799999999995E-04,  8.7652599999999900E-04,  4.3376900000000052E-04,  4.4632460000000006E-03,  2.1221562999999999E-02,  5.6872929999999995E-03,  1.4779500000000022E-03,  5.6264547121414382E-13,  7.4906747471459312E-13,  1.6213697051625786E-12
penta,ref,2,128,64,2048,8192,1024,1024,0,10,host,  1.5713357600000000E-01,  1.5712732950000002E-01,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  6.5232459292242500E-13,  9.4924068605450884E-13,  1.6213697051625786E-12
penta,exp,2,128,64,2048,8192,1024,1024,1,10,host,  2.4134396000000002E-02,  2.3888005999999962E-02,  1.6624713000000124E-02,  6.3275200000001419E-04,  1.2633290000000352E-03,  5.1264900000003166E-04,  2.5318000000007501E-04,  1.9626500000002878E-04,  8.2996000000001846E-04,  4.3515100000002249E-04,  4.3194810000000139E-03,  2.1033201000000057E-02,  1.8472400000000277E-03,  1.7189740000000953E-03,  5.6264547121414382E-13,  7.4906747471459312E-13,  1.6213697051625786E-12
penta,ref,2,128,64,2048,8192,1024,1024,1,10,host,  1.2457262499999988E-01,  1.1820782799999996E-01,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  6.5232459292242500E-13,  9.4924068605450884E-13,  1.6213697051625786E-12
penta,exp,2,128,64,2048,8192,1024,1024,2,10,host,  2.3880016000000004E-02,  2.3612398500000020E-02,  1.6653204999999893E-02,  5.5668300000011328E-04,  1.2345280000000125E-03,  4.2673300000006797E-04,  2.8523099999999690E-04,  1.4381299999999264E-04,  6.3459099999996216E-04,  2.1664700000001424E-04,  4.3897530000001073E-03,  2.1056481999999876E-02,  1.6205809999999543E-03,  1.2729090000000998E-03,  5.6264547121414382E-13,  7.4906747471459312E-13,  1.6213697051625786E-12
penta,ref,2,128,64,2048,8192,1024,1024,2,10,host,  1.1332808300000008E-01,  1.1025521450000003E-01,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00,  6.5232459292242500E-13,  9.4924068605450884E-13,  1.6213697051625786E-12
